Date,USD_CAD
2016-01-14,1.4366
2016-01-15,1.4539
2016-01-19,1.4579
2016-01-20,1.4505
2016-01-21,1.4263
2016-01-22,1.4117
2016-01-25,1.4291
2016-01-26,1.4116
2016-01-27,1.4093
2016-01-28,1.4029
2016-01-29,1.3973
2016-02-01,1.3947
2016-02-02,1.4053
2016-02-03,1.3781
2016-02-04,1.3753
2016-02-05,1.3915
2016-02-08,1.3925
2016-02-09,1.3865
2016-02-10,1.3925
2016-02-11,1.3935
2016-02-12,1.3847
2016-02-16,1.3861
2016-02-17,1.3669
2016-02-18,1.3725
2016-02-19,1.3767
2016-02-22,1.3706
2016-02-23,1.3794
2016-02-24,1.3702
2016-02-25,1.3531
2016-02-26,1.3512
2016-02-29,1.354
2016-03-01,1.3408
2016-03-02,1.3417
2016-03-03,1.3401
2016-03-04,1.3315
2016-03-07,1.3279
2016-03-08,1.3409
2016-03-09,1.3251
2016-03-10,1.3346
2016-03-11,1.3209
2016-03-14,1.326
2016-03-15,1.3355
2016-03-16,1.3098
2016-03-17,1.2974
2016-03-18,1.3001
2016-03-21,1.3102
2016-03-22,1.3046
2016-03-23,1.3205
2016-03-24,1.3247
2016-03-28,1.3184
2016-03-29,1.3073
2016-03-30,1.2966
2016-03-31,1.3005
2016-04-01,1.3011
2016-04-04,1.3087
2016-04-05,1.3137
2016-04-06,1.3089
2016-04-07,1.3145
2016-04-08,1.2988
2016-04-11,1.2898
2016-04-12,1.2761
2016-04-13,1.2816
2016-04-14,1.2845
2016-04-15,1.2822
2016-04-18,1.2782
2016-04-19,1.2668
2016-04-20,1.2655
2016-04-21,1.2736
2016-04-22,1.267
2016-04-25,1.2679
2016-04-26,1.2604
2016-04-27,1.2599
2016-04-28,1.2552
2016-04-29,1.2553
2016-05-02,1.2529
2016-05-03,1.2721
2016-05-04,1.2869
2016-05-05,1.2854
2016-05-06,1.2909
2016-05-09,1.2962
2016-05-10,1.291
2016-05-11,1.285
2016-05-12,1.2847
2016-05-13,1.2942
2016-05-16,1.2895
2016-05-17,1.2907
2016-05-18,1.3034
2016-05-19,1.3094
2016-05-20,1.3113
2016-05-24,1.3121
2016-05-25,1.3021
2016-05-26,1.2978
2016-05-27,1.3019
2016-05-31,1.3094
2016-06-01,1.3077
2016-06-02,1.3097
2016-06-03,1.2934
2016-06-06,1.2817
2016-06-07,1.2736
2016-06-08,1.2695
2016-06-09,1.2721
2016-06-10,1.2785
2016-06-13,1.2835
2016-06-14,1.2872
2016-06-15,1.2913
2016-06-16,1.2968
2016-06-17,1.2895
2016-06-20,1.2805
2016-06-21,1.2817
2016-06-22,1.2843
2016-06-23,1.2757
2016-06-24,1.3006
2016-06-27,1.3072
2016-06-28,1.3023
2016-06-29,1.2931
2016-06-30,1.2925
2016-07-05,1.298
2016-07-06,1.2961
2016-07-07,1.3003
2016-07-08,1.3044
2016-07-11,1.3113
2016-07-12,1.3043
2016-07-13,1.2978
2016-07-14,1.2891
2016-07-15,1.2971
2016-07-18,1.2945
2016-07-19,1.302
2016-07-20,1.3058
2016-07-21,1.3087
2016-07-22,1.3125
2016-07-25,1.3216
2016-07-26,1.3188
2016-07-27,1.3188
2016-07-28,1.3156
2016-07-29,1.303
2016-08-02,1.311
2016-08-03,1.3067
2016-08-04,1.3017
2016-08-05,1.3168
2016-08-08,1.3155
2016-08-09,1.3117
2016-08-10,1.3058
2016-08-11,1.2991
2016-08-12,1.2948
2016-08-15,1.2921
2016-08-16,1.286
2016-08-17,1.2845
2016-08-18,1.2782
2016-08-19,1.2872
2016-08-22,1.2946
2016-08-23,1.2913
2016-08-24,1.2926
2016-08-25,1.2922
2016-08-26,1.3003
2016-08-29,1.3008
2016-08-30,1.3099
2016-08-31,1.3106
2016-09-01,1.3102
2016-09-02,1.2998
2016-09-06,1.2844
2016-09-07,1.2884
2016-09-08,1.2934
2016-09-09,1.3048
2016-09-12,1.3037
2016-09-13,1.3174
2016-09-14,1.3195
2016-09-15,1.3161
2016-09-16,1.3209
2016-09-19,1.3204
2016-09-20,1.3189
2016-09-21,1.3101
2016-09-22,1.3042
2016-09-23,1.3168
2016-09-26,1.3224
2016-09-27,1.3195
2016-09-28,1.308
2016-09-29,1.3143
2016-09-30,1.3129
2016-10-03,1.3119
2016-10-04,1.3192
2016-10-05,1.3176
2016-10-06,1.3218
2016-10-07,1.3298
2016-10-11,1.3262
2016-10-12,1.3276
2016-10-13,1.319
2016-10-14,1.314
2016-10-17,1.3125
2016-10-18,1.3109
2016-10-19,1.3114
2016-10-20,1.323
2016-10-21,1.3333
2016-10-24,1.3287
2016-10-25,1.3351
2016-10-26,1.3381
2016-10-27,1.3387
2016-10-28,1.3398
2016-10-31,1.341
2016-11-01,1.339
2016-11-02,1.339
2016-11-03,1.3396
2016-11-04,1.3404
2016-11-07,1.3361
2016-11-08,1.3288
2016-11-09,1.3421
2016-11-10,1.347
2016-11-14,1.3556
2016-11-15,1.3449
2016-11-16,1.3443
2016-11-17,1.3523
2016-11-18,1.3501
2016-11-21,1.3418
2016-11-22,1.3442
2016-11-23,1.3488
2016-11-25,1.353
2016-11-28,1.3412
2016-11-29,1.3432
2016-11-30,1.3435
2016-12-01,1.3315
2016-12-02,1.3294
2016-12-05,1.3268
2016-12-06,1.3277
2016-12-07,1.3233
2016-12-08,1.3192
2016-12-09,1.3179
2016-12-12,1.3131
2016-12-13,1.3129
2016-12-14,1.3281
2016-12-15,1.3336
2016-12-16,1.3336
2016-12-19,1.3408
2016-12-20,1.3369
2016-12-21,1.3413
2016-12-22,1.3483
2016-12-23,1.3536
2016-12-28,1.3561
2016-12-29,1.3503
2016-12-30,1.3433
2017-01-03,1.343
2017-01-04,1.3301
2017-01-05,1.3225
2017-01-06,1.3236
2017-01-09,1.3216
2017-01-10,1.3232
2017-01-11,1.3178
2017-01-12,1.3145
2017-01-13,1.3113
2017-01-17,1.3043
2017-01-18,1.327
2017-01-19,1.3319
2017-01-20,1.3322
2017-01-23,1.3237
2017-01-24,1.3159
2017-01-25,1.3071
2017-01-26,1.309
2017-01-27,1.3153
2017-01-30,1.3117
2017-01-31,1.303
2017-02-01,1.3049
2017-02-02,1.3026
2017-02-03,1.3023
2017-02-06,1.3082
2017-02-07,1.3183
2017-02-08,1.3144
2017-02-09,1.3145
2017-02-10,1.3081
2017-02-13,1.3072
2017-02-14,1.3077
2017-02-15,1.3079
2017-02-16,1.3071
2017-02-17,1.3099
2017-02-21,1.3141
2017-02-22,1.3164
2017-02-23,1.3105
2017-02-24,1.3091
2017-02-27,1.3182
2017-02-28,1.33
2017-03-01,1.3326
2017-03-02,1.3391
2017-03-03,1.3377
2017-03-06,1.3411
2017-03-07,1.3414
2017-03-08,1.3493
2017-03-09,1.351
2017-03-10,1.3471
2017-03-13,1.3446
2017-03-14,1.348
2017-03-15,1.3304
2017-03-16,1.3319
2017-03-17,1.335
2017-03-20,1.3348
2017-03-21,1.3352
2017-03-22,1.3328
2017-03-23,1.3351
2017-03-24,1.3379
2017-03-27,1.3377
2017-03-28,1.3383
2017-03-29,1.3326
2017-03-30,1.3343
2017-03-31,1.3313
2017-04-03,1.338
2017-04-04,1.3402
2017-04-05,1.3435
2017-04-06,1.3414
2017-04-07,1.3406
2017-04-10,1.3327
2017-04-11,1.3325
2017-04-12,1.3253
2017-04-13,1.3329
2017-04-17,1.3317
2017-04-18,1.3377
2017-04-19,1.3485
2017-04-20,1.347
2017-04-21,1.3499
2017-04-24,1.3501
2017-04-25,1.3572
2017-04-26,1.3615
2017-04-27,1.3633
2017-04-28,1.3652
2017-05-01,1.3681
2017-05-02,1.3709
2017-05-03,1.3729
2017-05-04,1.3749
2017-05-05,1.3652
2017-05-08,1.369
2017-05-09,1.372
2017-05-10,1.3655
2017-05-11,1.3697
2017-05-12,1.371
2017-05-15,1.3632
2017-05-16,1.3606
2017-05-17,1.3603
2017-05-18,1.3603
2017-05-19,1.3514
2017-05-23,1.3515
2017-05-24,1.3408
2017-05-25,1.3484
2017-05-26,1.3446
2017-05-30,1.346
2017-05-31,1.3501
2017-06-01,1.3515
2017-06-02,1.3482
2017-06-05,1.3473
2017-06-06,1.3455
2017-06-07,1.3509
2017-06-08,1.3508
2017-06-09,1.347
2017-06-12,1.3324
2017-06-13,1.3242
2017-06-14,1.3247
2017-06-15,1.327
2017-06-16,1.3212
2017-06-19,1.3218
2017-06-20,1.3267
2017-06-21,1.3334
2017-06-22,1.3234
2017-06-23,1.3267
2017-06-26,1.3243
2017-06-27,1.3199
2017-06-28,1.3039
2017-06-29,1.3004
2017-06-30,1.2965
2017-07-05,1.2957
2017-07-06,1.2978
2017-07-07,1.2876
2017-07-10,1.2891
2017-07-11,1.2914
2017-07-12,1.275
2017-07-13,1.2722
2017-07-14,1.2643
2017-07-17,1.2698
2017-07-18,1.2628
2017-07-19,1.2606
2017-07-20,1.259
2017-07-21,1.2539
2017-07-24,1.2509
2017-07-25,1.2509
2017-07-26,1.2445
2017-07-27,1.2553
2017-07-28,1.2434
2017-07-31,1.2479
2017-08-01,1.2536
2017-08-02,1.2566
2017-08-03,1.2586
2017-08-04,1.2652
2017-08-08,1.2667
2017-08-09,1.27
2017-08-10,1.2744
2017-08-11,1.2683
2017-08-14,1.2721
2017-08-15,1.2757
2017-08-16,1.2616
2017-08-17,1.2679
2017-08-18,1.2586
2017-08-21,1.2559
2017-08-22,1.2561
2017-08-23,1.2555
2017-08-24,1.2518
2017-08-25,1.2481
2017-08-28,1.2508
2017-08-29,1.2511
2017-08-30,1.2621
2017-08-31,1.2482
2017-09-01,1.2396
2017-09-05,1.2372
2017-09-06,1.2225
2017-09-07,1.2113
2017-09-08,1.2154
2017-09-11,1.211
2017-09-12,1.2184
2017-09-13,1.2173
2017-09-14,1.2164
2017-09-15,1.2194
2017-09-18,1.229
2017-09-19,1.229
2017-09-20,1.2321
2017-09-21,1.2327
2017-09-22,1.2338
2017-09-25,1.2371
2017-09-26,1.2347
2017-09-27,1.2474
2017-09-28,1.2426
2017-09-29,1.247
2017-10-02,1.2509
2017-10-03,1.2488
2017-10-04,1.2473
2017-10-05,1.2565
2017-10-06,1.2536
2017-10-10,1.2515
2017-10-11,1.246
2017-10-12,1.2474
2017-10-13,1.2468
2017-10-16,1.2518
2017-10-17,1.252
2017-10-18,1.2467
2017-10-19,1.2486
2017-10-20,1.2626
2017-10-23,1.2652
2017-10-24,1.2675
2017-10-25,1.2796
2017-10-26,1.2847
2017-10-27,1.2808
2017-10-30,1.283
2017-10-31,1.2886
2017-11-01,1.2868
2017-11-02,1.2808
2017-11-03,1.2763
2017-11-06,1.2704
2017-11-07,1.2774
2017-11-08,1.2727
2017-11-09,1.2683
2017-11-10,1.2682
2017-11-14,1.2731
2017-11-15,1.2764
2017-11-16,1.2757
2017-11-17,1.2763
2017-11-20,1.282
2017-11-21,1.2778
2017-11-22,1.2693
2017-11-24,1.2715
2017-11-27,1.2769
2017-11-28,1.2816
2017-11-29,1.2865
2017-11-30,1.2896
2017-12-01,1.2683
2017-12-04,1.267
2017-12-05,1.2688
2017-12-06,1.279
2017-12-07,1.2851
2017-12-08,1.2845
2017-12-11,1.2856
2017-12-12,1.2862
2017-12-13,1.2815
2017-12-14,1.2796
2017-12-15,1.2862
2017-12-18,1.2862
2017-12-19,1.2878
2017-12-20,1.2836
2017-12-21,1.2738
2017-12-22,1.2733
2017-12-27,1.2655
2017-12-28,1.2569
2017-12-29,1.2579
2018-01-02,1.2513
2018-01-03,1.2533
2018-01-04,1.2487
2018-01-05,1.2409
2018-01-08,1.2421
2018-01-09,1.2464
2018-01-10,1.2547
2018-01-11,1.2519
2018-01-12,1.2457
2018-01-16,1.2435
2018-01-17,1.2436
2018-01-18,1.2418
2018-01-19,1.2489
2018-01-22,1.2444
2018-01-23,1.2416
2018-01-24,1.2349
2018-01-25,1.2382
2018-01-26,1.2311
2018-01-29,1.2338
2018-01-30,1.2334
2018-01-31,1.2315
2018-02-01,1.2268
2018-02-02,1.2426
2018-02-05,1.2539
2018-02-06,1.2491
2018-02-07,1.2569
2018-02-08,1.2603
2018-02-09,1.2578
2018-02-12,1.2575
2018-02-13,1.2592
2018-02-14,1.249
2018-02-15,1.2478
2018-02-16,1.2557
2018-02-20,1.2646
2018-02-21,1.2703
2018-02-22,1.2705
2018-02-23,1.263
2018-02-26,1.2681
2018-02-27,1.2776
2018-02-28,1.2832
2018-03-01,1.2839
2018-03-02,1.288
2018-03-05,1.2964
2018-03-06,1.2876
2018-03-07,1.2912
2018-03-08,1.2896
2018-03-09,1.2812
2018-03-12,1.2839
2018-03-13,1.2965
2018-03-14,1.2955
2018-03-15,1.3053
2018-03-16,1.3097
2018-03-19,1.3077
2018-03-20,1.3072
2018-03-21,1.2903
2018-03-22,1.294
2018-03-23,1.2893
2018-03-26,1.2841
2018-03-27,1.2883
2018-03-28,1.2923
2018-03-29,1.2884
2018-04-02,1.2913
2018-04-03,1.2807
2018-04-04,1.277
2018-04-05,1.2749
2018-04-06,1.2784
2018-04-09,1.2698
2018-04-10,1.2603
2018-04-11,1.258
2018-04-12,1.2584
2018-04-13,1.2613
2018-04-16,1.2565
2018-04-17,1.2548
2018-04-18,1.2629
2018-04-19,1.2672
2018-04-20,1.2759
2018-04-23,1.2849
2018-04-24,1.2833
2018-04-25,1.2843
2018-04-26,1.2867
2018-04-27,1.2828
2018-04-30,1.284
2018-05-01,1.2848
2018-05-02,1.2884
2018-05-03,1.2847
2018-05-04,1.2846
2018-05-07,1.2881
2018-05-08,1.295
2018-05-09,1.2854
2018-05-10,1.2767
2018-05-11,1.2793
2018-05-14,1.2813
2018-05-15,1.2874
2018-05-16,1.2787
2018-05-17,1.2807
2018-05-18,1.2882
2018-05-22,1.2819
2018-05-23,1.2831
2018-05-24,1.2882
2018-05-25,1.2972
2018-05-29,1.3018
2018-05-30,1.2873
2018-05-31,1.2958
2018-06-01,1.2949
2018-06-04,1.2929
2018-06-05,1.2971
2018-06-06,1.2944
2018-06-07,1.2972
2018-06-08,1.2926
2018-06-11,1.2977
2018-06-12,1.3015
2018-06-13,1.2986
2018-06-14,1.3103
2018-06-15,1.3202
2018-06-18,1.32
2018-06-19,1.3284
2018-06-20,1.3312
2018-06-21,1.3314
2018-06-22,1.3272
2018-06-25,1.3295
2018-06-26,1.331
2018-06-27,1.3339
2018-06-28,1.3246
2018-06-29,1.3132
2018-07-03,1.3139
2018-07-05,1.3133
2018-07-06,1.3082
2018-07-09,1.311
2018-07-10,1.3111
2018-07-11,1.3206
2018-07-12,1.3154
2018-07-13,1.3161
2018-07-16,1.3135
2018-07-17,1.319
2018-07-18,1.3171
2018-07-19,1.327
2018-07-20,1.315
2018-07-23,1.3173
2018-07-24,1.3154
2018-07-25,1.3046
2018-07-26,1.3074
2018-07-27,1.3053
2018-07-30,1.3036
2018-07-31,1.3007
2018-08-01,1.3005
2018-08-02,1.3023
2018-08-03,1.299
2018-08-07,1.3053
2018-08-08,1.3023
2018-08-09,1.305
2018-08-10,1.3145
2018-08-13,1.3134
2018-08-14,1.3056
2018-08-15,1.3142
2018-08-16,1.3153
2018-08-17,1.306
2018-08-20,1.3047
2018-08-21,1.3036
2018-08-22,1.2997
2018-08-23,1.3082
2018-08-24,1.3029
2018-08-27,1.2965
2018-08-28,1.2931
2018-08-29,1.2904
2018-08-30,1.2981
2018-08-31,1.3039
2018-09-04,1.3188
2018-09-05,1.3175
2018-09-06,1.314
2018-09-07,1.3156
2018-09-10,1.3164
2018-09-11,1.3067
2018-09-12,1.2997
2018-09-13,1.2998
2018-09-14,1.3033
2018-09-17,1.3044
2018-09-18,1.2974
2018-09-19,1.2915
2018-09-20,1.2903
2018-09-21,1.2915
2018-09-24,1.2956
2018-09-25,1.2953
2018-09-26,1.3019
2018-09-27,1.3042
2018-09-28,1.2906
2018-10-01,1.2812
2018-10-02,1.2823
2018-10-03,1.2869
2018-10-04,1.2925
2018-10-05,1.2937
2018-10-09,1.2947
2018-10-10,1.3068
2018-10-11,1.3029
2018-10-12,1.3022
2018-10-15,1.2992
2018-10-16,1.2934
2018-10-17,1.3018
2018-10-18,1.3086
2018-10-19,1.3099
2018-10-22,1.3101
2018-10-23,1.3084
2018-10-24,1.3054
2018-10-25,1.3071
2018-10-26,1.3107
2018-10-29,1.3135
2018-10-30,1.3107
2018-10-31,1.3155
2018-11-01,1.3087
2018-11-02,1.3109
2018-11-05,1.311
2018-11-06,1.3124
2018-11-07,1.3112
2018-11-08,1.3152
2018-11-09,1.3211
2018-11-13,1.3236
2018-11-14,1.3239
2018-11-15,1.3178
2018-11-16,1.3146
2018-11-19,1.3171
2018-11-20,1.3306
2018-11-21,1.3231
2018-11-23,1.3237
2018-11-26,1.3252
2018-11-27,1.3295
2018-11-28,1.3276
2018-11-29,1.3283
2018-11-30,1.3296
2018-12-03,1.3197
2018-12-04,1.3261
2018-12-06,1.338
2018-12-07,1.3321
2018-12-10,1.3395
2018-12-11,1.339
2018-12-12,1.3351
2018-12-13,1.3352
2018-12-14,1.3384
2018-12-17,1.3405
2018-12-18,1.3465
2018-12-19,1.3485
2018-12-20,1.3509
2018-12-21,1.36
2018-12-24,1.3606
2018-12-27,1.3618
2018-12-28,1.3639
2018-12-31,1.3638
2019-01-02,1.3578
2019-01-03,1.3489
2019-01-04,1.3374
2019-01-07,1.3298
2019-01-08,1.3274
2019-01-09,1.3209
2019-01-10,1.3236
2019-01-11,1.3266
2019-01-14,1.3286
2019-01-15,1.3265
2019-01-16,1.3255
2019-01-17,1.3277
2019-01-18,1.3259
2019-01-22,1.3354
2019-01-23,1.334
2019-01-24,1.3349
2019-01-25,1.3219
2019-01-28,1.3264
2019-01-29,1.3267
2019-01-30,1.3149
2019-01-31,1.3124
2019-02-01,1.3098
2019-02-04,1.311
2019-02-05,1.3124
2019-02-06,1.3212
2019-02-07,1.3306
2019-02-08,1.3276
2019-02-11,1.3304
2019-02-12,1.3235
2019-02-13,1.3252
2019-02-14,1.3293
2019-02-15,1.3243
2019-02-19,1.3206
2019-02-20,1.3174
2019-02-21,1.323
2019-02-22,1.3136
2019-02-25,1.3188
2019-02-26,1.3166
2019-02-27,1.3154
2019-02-28,1.3166
2019-03-01,1.3295
2019-03-04,1.3302
2019-03-05,1.3345
2019-03-06,1.344
2019-03-07,1.3453
2019-03-08,1.3413
2019-03-11,1.3389
2019-03-12,1.3352
2019-03-13,1.3304
2019-03-14,1.3333
2019-03-15,1.3334
2019-03-18,1.3334
2019-03-19,1.3319
2019-03-20,1.3304
2019-03-21,1.3358
2019-03-22,1.3426
2019-03-25,1.3401
2019-03-26,1.3381
2019-03-27,1.3409
2019-03-28,1.3437
2019-03-29,1.3344
2019-04-01,1.3306
2019-04-02,1.3337
2019-04-03,1.3343
2019-04-04,1.3358
2019-04-05,1.3382
2019-04-08,1.3313
2019-04-09,1.3328
2019-04-10,1.332
2019-04-11,1.3384
2019-04-12,1.332
2019-04-15,1.3362
2019-04-16,1.3349
2019-04-17,1.3338
2019-04-18,1.3374
2019-04-22,1.3342
2019-04-23,1.3422
2019-04-24,1.3489
2019-04-25,1.3485
2019-04-26,1.3453
2019-04-29,1.3456
2019-04-30,1.3386
2019-05-01,1.3441
2019-05-02,1.3472
2019-05-03,1.342
2019-05-06,1.3446
2019-05-07,1.3472
2019-05-08,1.3477
2019-05-09,1.3477
2019-05-10,1.3412
2019-05-13,1.3475
2019-05-14,1.3459
2019-05-15,1.3437
2019-05-16,1.3457
2019-05-17,1.3455
2019-05-21,1.3405
2019-05-22,1.3429
2019-05-23,1.3472
2019-05-24,1.3436
2019-05-28,1.349
2019-05-29,1.3519
2019-05-30,1.3498
2019-05-31,1.3512
2019-06-03,1.3433
2019-06-04,1.339
2019-06-05,1.3412
2019-06-06,1.3361
2019-06-07,1.3265
2019-06-10,1.3265
2019-06-11,1.3279
2019-06-12,1.3341
2019-06-13,1.3324
2019-06-14,1.3411
2019-06-17,1.3411
2019-06-18,1.3376
2019-06-19,1.3278
2019-06-20,1.3189
2019-06-21,1.3221
2019-06-24,1.3177
2019-06-25,1.3167
2019-06-26,1.3125
2019-06-27,1.3095
2019-06-28,1.309
2019-07-02,1.3104
2019-07-03,1.3053
2019-07-05,1.3075
2019-07-08,1.3092
2019-07-09,1.3125
2019-07-10,1.308
2019-07-11,1.3072
2019-07-12,1.3029
2019-07-15,1.3047
2019-07-16,1.3086
2019-07-17,1.3047
2019-07-18,1.3025
2019-07-19,1.306
2019-07-22,1.3118
2019-07-23,1.3132
2019-07-24,1.3139
2019-07-25,1.3161
2019-07-26,1.3166
2019-07-29,1.3161
2019-07-30,1.3146
2019-07-31,1.3189
2019-08-01,1.3211
2019-08-02,1.3204
2019-08-06,1.3278
2019-08-07,1.33
2019-08-08,1.3224
2019-08-09,1.3226
2019-08-12,1.3238
2019-08-13,1.3221
2019-08-14,1.3317
2019-08-15,1.3308
2019-08-16,1.327
2019-08-19,1.3323
2019-08-20,1.3314
2019-08-21,1.3289
2019-08-22,1.3302
2019-08-23,1.3278
2019-08-26,1.3253
2019-08-27,1.328
2019-08-28,1.3305
2019-08-29,1.3284
2019-08-30,1.331
2019-09-03,1.3332
2019-09-04,1.3222
2019-09-05,1.3227
2019-09-06,1.317
2019-09-09,1.3166
2019-09-10,1.3149
2019-09-11,1.3191
2019-09-12,1.3209
2019-09-13,1.3283
2019-09-16,1.3235
2019-09-17,1.3241
2019-09-18,1.3284
2019-09-19,1.326
2019-09-20,1.3259
2019-09-23,1.3261
2019-09-24,1.324
2019-09-25,1.3266
2019-09-26,1.3268
2019-09-27,1.3244
2019-09-30,1.3239
2019-10-01,1.3218
2019-10-02,1.3321
2019-10-03,1.3335
2019-10-04,1.3313
2019-10-07,1.3307
2019-10-08,1.3324
2019-10-09,1.333
2019-10-10,1.329
2019-10-11,1.3196
2019-10-15,1.3197
2019-10-16,1.3201
2019-10-17,1.3135
2019-10-18,1.3124
2019-10-21,1.3084
2019-10-22,1.3091
2019-10-23,1.3067
2019-10-24,1.3071
2019-10-25,1.3058
2019-10-28,1.305
2019-10-29,1.3085
2019-10-30,1.3156
2019-10-31,1.3159
2019-11-01,1.3134
2019-11-04,1.3149
2019-11-05,1.3154
2019-11-06,1.318
2019-11-07,1.3169
2019-11-08,1.3228
2019-11-11,1.3231
2019-11-12,1.3231
2019-11-13,1.3249
2019-11-14,1.3245
2019-11-18,1.3206
2019-11-19,1.3266
2019-11-20,1.3303
2019-11-21,1.3285
2019-11-22,1.3301
2019-11-25,1.3297
2019-11-26,1.327
2019-11-27,1.3281
2019-11-29,1.3275
2019-12-02,1.3308
2019-12-03,1.3294
2019-12-04,1.3199
2019-12-05,1.3173
2019-12-06,1.3255
2019-12-09,1.3237
2019-12-10,1.3225
2019-12-11,1.3171
2019-12-12,1.3182
2019-12-13,1.3165
2019-12-16,1.315
2019-12-17,1.3158
2019-12-18,1.3113
2019-12-19,1.3125
2019-12-20,1.3146
2019-12-23,1.3143
2019-12-24,1.3165
2019-12-27,1.3076
2019-12-30,1.3064
2019-12-31,1.2986
2020-01-02,1.2978
2020-01-03,1.2999
2020-01-06,1.2963
2020-01-07,1.3003
2020-01-08,1.3037
2020-01-09,1.3054
2020-01-10,1.305
2020-01-13,1.3056
2020-01-14,1.306
2020-01-15,1.3041
2020-01-16,1.304
2020-01-17,1.3063
2020-01-21,1.3067
2020-01-22,1.3134
2020-01-23,1.3122
2020-01-24,1.3142
2020-01-27,1.3192
2020-01-28,1.3155
2020-01-29,1.3196
2020-01-30,1.3208
2020-01-31,1.3235
2020-02-03,1.3284
2020-02-04,1.3272
2020-02-05,1.3278
2020-02-06,1.3284
2020-02-07,1.3311
2020-02-10,1.3315
2020-02-11,1.3286
2020-02-12,1.3249
2020-02-13,1.3267
2020-02-14,1.3252
2020-02-18,1.3256
2020-02-19,1.3218
2020-02-20,1.3259
2020-02-21,1.3222
2020-02-24,1.3292
2020-02-25,1.3277
2020-02-26,1.333
2020-02-27,1.3388
2020-02-28,1.3396
2020-03-02,1.3322
2020-03-03,1.3385
2020-03-04,1.3384
2020-03-05,1.3405
2020-03-06,1.3423
2020-03-09,1.3701
2020-03-10,1.3722
2020-03-11,1.3776
2020-03-12,1.3926
2020-03-13,1.3803
2020-03-16,1.4016
2020-03-17,1.4199
2020-03-18,1.4503
2020-03-19,1.451
2020-03-20,1.4362
2020-03-23,1.4496
2020-03-24,1.4459
2020-03-25,1.419
2020-03-26,1.4016
2020-03-27,1.3977
2020-03-30,1.4169
2020-03-31,1.4059
2020-04-01,1.4188
2020-04-02,1.4131
2020-04-03,1.4201
2020-04-06,1.4109
2020-04-07,1.3993
2020-04-08,1.4012
2020-04-09,1.3973
2020-04-13,1.3902
2020-04-14,1.3881
2020-04-15,1.4111
2020-04-16,1.4079
2020-04-17,1.3998
2020-04-20,1.4145
2020-04-21,1.4207
2020-04-22,1.4159
2020-04-23,1.4071
2020-04-24,1.4102
2020-04-27,1.4029
2020-04-28,1.3993
2020-04-29,1.3877
2020-04-30,1.3941
2020-05-01,1.4084
2020-05-04,1.4083
2020-05-05,1.4045
2020-05-06,1.4143
2020-05-07,1.397
2020-05-08,1.3925
2020-05-11,1.4006
2020-05-12,1.4077
2020-05-13,1.4099
2020-05-14,1.4048
2020-05-15,1.4108
2020-05-19,1.3941
2020-05-20,1.39
2020-05-21,1.3952
2020-05-22,1.3994
2020-05-26,1.3777
2020-05-27,1.375
2020-05-28,1.3761
2020-05-29,1.3769
2020-06-01,1.3571
2020-06-02,1.3516
2020-06-03,1.3493
2020-06-04,1.3498
2020-06-05,1.3424
2020-06-08,1.3382
2020-06-09,1.3414
2020-06-10,1.3411
2020-06-11,1.3624
2020-06-12,1.3583
2020-06-15,1.357
2020-06-16,1.3542
2020-06-17,1.3563
2020-06-18,1.3599
2020-06-19,1.3603
2020-06-22,1.352
2020-06-23,1.3545
2020-06-24,1.3637
2020-06-25,1.3636
2020-06-26,1.3688
2020-06-29,1.3657
2020-06-30,1.3573
2020-07-02,1.3563
2020-07-06,1.3536
2020-07-07,1.3602
2020-07-08,1.351
2020-07-09,1.3584
2020-07-10,1.3591
2020-07-13,1.3608
2020-07-14,1.3612
2020-07-15,1.3508
2020-07-16,1.357
2020-07-17,1.3576
2020-07-20,1.3533
2020-07-21,1.3457
2020-07-22,1.3415
2020-07-23,1.3408
2020-07-24,1.3413
2020-07-27,1.3354
2020-07-28,1.3376
2020-07-29,1.334
2020-07-30,1.3422
2020-07-31,1.3413
2020-08-04,1.3317
2020-08-05,1.3264
2020-08-06,1.3304
2020-08-07,1.3383
2020-08-10,1.335
2020-08-11,1.33
2020-08-12,1.3244
2020-08-13,1.322
2020-08-14,1.3266
2020-08-17,1.3214
2020-08-18,1.3167
2020-08-19,1.3213
2020-08-20,1.3182
2020-08-21,1.3175
2020-08-24,1.3216
2020-08-25,1.3168
2020-08-26,1.3139
2020-08-27,1.3123
2020-08-28,1.3097
2020-08-31,1.3045
2020-09-01,1.3062
2020-09-02,1.3042
2020-09-03,1.3126
2020-09-04,1.3061
2020-09-08,1.3232
2020-09-09,1.3141
2020-09-10,1.319
2020-09-11,1.3174
2020-09-14,1.3174
2020-09-15,1.3181
2020-09-16,1.3176
2020-09-17,1.3164
2020-09-18,1.3204
2020-09-21,1.3306
2020-09-22,1.3301
2020-09-23,1.3385
2020-09-24,1.3362
2020-09-25,1.3384
2020-09-28,1.3372
2020-09-29,1.3387
2020-09-30,1.3319
2020-10-01,1.3287
2020-10-02,1.3307
2020-10-05,1.3265
2020-10-06,1.3307
2020-10-07,1.3253
2020-10-08,1.3194
2020-10-09,1.3118
2020-10-14,1.3145
2020-10-15,1.3219
2020-10-16,1.3187
2020-10-19,1.3192
2020-10-20,1.3124
2020-10-21,1.3145
2020-10-22,1.3133
2020-10-23,1.3121
